STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,10/26/2007,,41,62,7.61,14.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,10/27/2007,,54,71,9.4,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,10/28/2007,,41,59,10.51,23,,,,,,,,,,,,,,,,,,,,
USW00014765,10/29/2007,,34,52,5.37,13,,,,,,,,,,,,,,,,,,,,
USW00014765,10/30/2007,,36,63,5.82,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/31/2007,,39,66,7.83,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,11/1/2007,,47,69,11.63,23,,,,,,,,,,,,,,,,,,,,
USW00014765,11/2/2007,,41,54,10.29,21,,,,,,,,,,,,,,,,,,,,
USW00014765,11/3/2007,,44,49,20.36,36.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,11/4/2007,,40,58,6.71,17,,,,,,,,,,,,,,,,,,,,
USW00014765,11/5/2007,,36,56,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/6/2007,,37,57,9.62,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,11/7/2007,,35,51,10.29,21,,,,,,,,,,,,,,,,,,,,
USW00014765,11/8/2007,,27,46,4.47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/9/2007,,33,48,7.38,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/10/2007,,32,43,12.97,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,11/11/2007,,27,46,6.49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/12/2007,,26,48,3.8,10.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,11/13/2007,,36,60,7.61,17,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,11/14/2007,,32,59,7.83,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,11/15/2007,,43,65,11.86,28,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,11/16/2007,,33,49,14.76,25.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,11/17/2007,,31,44,8.28,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/18/2007,,32,46,6.93,13,,,,,,,,,,,,,,,,,,,,
USW00014765,11/19/2007,,32,44,10.96,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/20/2007,,26,44,2.46,8.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,11/21/2007,,35,52,2.91,8.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,11/22/2007,,41,67,9.84,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,11/23/2007,,28,41,12.08,21,,,,,,,,,,,,,,,,,,,,
USW00014765,11/24/2007,,21,36,5.82,13,,,,,,,,,,,,,,,,,,,,
USW00014765,11/25/2007,,26,51,7.16,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/26/2007,,38,61,7.61,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,11/27/2007,,35,63,12.53,32,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,11/28/2007,,34,46,7.83,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/29/2007,,36,52,9.62,23.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,11/30/2007,,32,42,9.84,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/1/2007,,20,40,15.21,31.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/2/2007,,20,28,5.14,14.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,12/3/2007,,27,39,10.74,23.9,1,,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,12/4/2007,,23,32,15.66,31.1,1,,,,,,,,,,,,,,,,1,,,
USW00014765,12/5/2007,,22,33,8.05,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/6/2007,,20,33,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/7/2007,,19,38,2.91,12.1,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,12/8/2007,,29,44,7.83,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,12/9/2007,,28,36,3.58,8.1,1,,,,,1,,,,,,1,,,1,1,,,,
USW00014765,12/10/2007,,27,34,6.49,12.1,1,,,,,1,,,,,,1,1,,1,1,,,,
USW00014765,12/11/2007,,22,45,4.25,14.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,12/12/2007,,31,52,11.63,25.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,12/13/2007,,23,32,8.05,17,1,1,,,,,,1,,,,,,,,,1,,,1
USW00014765,12/14/2007,,26,42,6.26,14.1,1,,,1,,1,,,,,,,1,1,1,,1,,,
USW00014765,12/15/2007,,22,33,9.84,17,,,,,,,,,,,,,,,,,,,,
USW00014765,12/16/2007,,22,39,14.99,29.1,1,1,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,12/17/2007,,20,36,16.11,29.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,12/18/2007,,11,35,4.03,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/19/2007,,19,38,3.58,12.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,12/20/2007,,31,36,10.07,17.9,1,,,,,1,,1,,,,,1,,1,,1,,,
USW00014765,12/21/2007,,27,31,12.08,17.9,1,,,,,1,,,,,,1,1,,1,,1,,,
USW00014765,12/22/2007,,28,38,6.71,12.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,12/23/2007,,33,57,10.29,40.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,12/24/2007,,35,57,12.3,29.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,12/25/2007,,27,43,7.61,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/26/2007,,23,40,5.82,17,,,,1,,,,,,,,,,,1,,,,,
USW00014765,12/27/2007,,35,41,10.29,19.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,12/28/2007,,33,48,5.14,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,12/29/2007,,33,53,8.05,17,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,12/30/2007,,27,43,5.14,10.1,1,,,1,,,,,,,,1,,,1,,,,,
USW00014765,12/31/2007,,26,44,10.74,25.9,1,,,1,,,,,,,,1,1,,1,,,,,
USW00014765,1/1/2008,,23,44,6.26,17.9,1,,,1,,,,,,,,1,,,1,,1,,,
USW00014765,1/2/2008,,13,34,12.3,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,1/3/2008,,8,17,12.97,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/4/2008,,7,36,8.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/5/2008,,21,42,6.04,13,,,,1,,,,,,,,,1,,1,,,,,
USW00014765,1/6/2008,,36,49,5.82,13,,,,,,,,,,,,,,,,,,,,
USW00014765,1/7/2008,,34,59,5.14,12.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,1/8/2008,,39,66,7.38,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,1/9/2008,,39,59,14.32,31.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,1/10/2008,,34,49,7.61,17,,,,,,,,,,,,,1,,1,,,,,
USW00014765,1/11/2008,,37,58,8.5,31.1,1,1,1,,,,,1,,,,,1,,1,,,,,
USW00014765,1/12/2008,,33,52,6.04,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/13/2008,,29,48,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/14/2008,,30,39,10.96,21,1,1,,1,,,,,,,,,1,,1,,1,,,
USW00014765,1/15/2008,,26,39,5.82,17.9,1,,,,,,,,,,,,,,,,1,,,
USW00014765,1/16/2008,,24,35,10.96,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/17/2008,,19,37,3.36,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,1/18/2008,,33,49,8.05,21.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,1/19/2008,,28,37,6.71,15,,,,,,,,,,,,,,,,,,,,
USW00014765,1/20/2008,,17,34,11.41,21,,,,,,,,,,,,,,,,,1,,,
USW00014765,1/21/2008,,14,26,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/22/2008,,16,40,9.17,28,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,1/23/2008,,26,39,8.5,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/24/2008,,18,33,4.92,21,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,1/25/2008,,16,32,10.07,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/26/2008,,22,33,5.14,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/27/2008,,24,33,15.43,33.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,1/28/2008,,23,44,14.76,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/29/2008,,24,45,4.92,10.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,1/30/2008,,30,49,12.53,32,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,1/31/2008,,24,38,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/1/2008,,24,53,9.84,29.1,1,,1,1,,,,,,,,,1,,1,,,,,
USW00014765,2/2/2008,,33,49,11.63,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2/3/2008,,30,48,5.59,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/4/2008,,28,39,2.01,8.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,2/5/2008,,37,52,6.04,17,1,1,,1,,,,,,,,,1,,1,,,,,
USW00014765,2/6/2008,,38,48,5.37,17.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2/7/2008,,31,38,10.29,19.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2/8/2008,,29,34,6.04,10.1,1,,,,,1,,,,,,1,1,,1,,1,,,
USW00014765,2/9/2008,,22,38,4.92,14.1,1,,,1,,,,,,,,1,1,,1,,1,,,
USW00014765,2/10/2008,,16,47,14.09,32,1,1,,,,,,1,,,,,,,1,,1,,,
USW00014765,2/11/2008,,11,27,18.57,33.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/12/2008,,12,30,5.14,12.1,1,,,1,,,,,,,,1,,,,,1,,,
USW00014765,2/13/2008,,26,54,11.63,29.1,1,,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,2/14/2008,,28,41,12.08,23,,,,1,,,,,,,,,1,,1,,,,,
USW00014765,2/15/2008,,26,49,12.3,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/16/2008,,21,33,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/17/2008,,18,47,9.62,25.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2/18/2008,,41,62,20.8,42.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2/19/2008,,28,45,13.42,29.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/20/2008,,22,33,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2/21/2008,,19,33,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2/22/2008,,23,33,8.05,16.1,1,1,,1,,1,,,,,,,,,1,1,1,,,
USW00014765,2/23/2008,,26,34,5.82,16.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/24/2008,,22,39,6.71,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2/25/2008,,21,47,5.59,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2/26/2008,,27,45,5.14,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2/27/2008,,24,42,10.07,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2/28/2008,,16,30,12.08,19.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/29/2008,,12,28,6.93,15,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,3/1/2008,,27,42,10.51,21,1,,,1,1,,,,,,,1,,,1,,1,,,
USW00014765,3/2/2008,,27,43,12.3,23,,,,,,,,,,,,,,,,,,,,
USW00014765,3/3/2008,,23,50,10.29,23,,,,,,,,,,,,,,,,,,,,
USW00014765,3/4/2008,,43,61,13.65,28,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,3/5/2008,,38,61,16.11,38,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,3/6/2008,,29,47,6.71,17,,,,,,,,,,,,,,,,,,,,
USW00014765,3/7/2008,,28,52,6.71,16.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,3/8/2008,,40,62,13.87,36.9,1,1,,,1,,,1,,,,1,,,1,,,,,
USW00014765,3/9/2008,,29,47,18.57,36,,,,,,,,,,,,,,,,,,,,
USW00014765,3/10/2008,,24,41,9.62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,3/11/2008,,27,45,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,3/12/2008,,32,47,9.62,31.1,1,,,,1,,,,,,1,1,1,,1,,,,,
USW00014765,3/13/2008,,30,41,8.5,17.9,,,,,,,,,,,,,,,1,,1,,,
USW00014765,3/14/2008,,32,53,4.47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/15/2008,,36,42,13.42,23.9,1,,1,1,1,,,,,,,,1,,1,,1,,,
USW00014765,3/16/2008,,36,46,9.62,23.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,3/17/2008,,30,47,14.54,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/18/2008,,27,44,6.49,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/19/2008,,35,49,8.5,17.9,1,,1,1,1,,,,,,,,1,,1,,1,,,
USW00014765,3/20/2008,,35,56,15.88,29.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,3/21/2008,,31,42,20.8,32,,,,,,,,,,,,,,,,,,,,
USW00014765,3/22/2008,,29,49,10.74,21,,,,,,,,,,,,,,,,,,,,
USW00014765,3/23/2008,,28,47,7.38,15,,,,,,,,,,,,,,,,,,,,
USW00014765,3/24/2008,,24,50,4.7,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/25/2008,,30,42,12.3,21,,,,,1,,,,,,,,,,,,,,,
USW00014765,3/26/2008,,35,60,12.97,29.1,,,,,1,,,,,,,,,,1,,,,,
USW00014765,3/27/2008,,30,51,5.59,15,,,,,1,,,,,,,,1,,1,,,,,
USW00014765,3/28/2008,,34,43,9.4,17,1,,,,1,,,1,,,,1,1,,1,,,,,
USW00014765,3/29/2008,,29,43,12.97,23,,,,,,,,,,,,,,,,,,,,
USW00014765,3/30/2008,,24,46,6.71,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,3/31/2008,,25,54,10.51,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/1/2008,,53,60,19.01,34.9,1,,,,1,,,1,,,,1,1,,1,,,,,
USW00014765,4/2/2008,,34,57,16.33,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,4/3/2008,,30,52,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,4/4/2008,,37,49,6.26,19.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/5/2008,,44,55,6.04,17,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/6/2008,,39,44,14.54,23.9,1,,,,1,,,,,,,,1,,1,,,,,
USW00014765,4/7/2008,,37,49,15.21,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,4/8/2008,,34,58,9.4,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,4/9/2008,,33,51,6.49,15,1,1,,,,,,,1,,,1,1,,,,,,,
USW00014765,4/10/2008,,46,74,8.95,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/11/2008,,43,53,6.04,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/12/2008,,47,72,8.95,21,1,1,1,,1,,,,1,,,,,,1,,,,,
USW00014765,4/13/2008,,39,55,10.07,19.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,4/14/2008,,35,55,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,4/15/2008,,37,60,8.05,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,4/16/2008,,32,64,6.04,21,,,,,,,,,,,,,,,,,,,,
USW00014765,4/17/2008,,34,71,7.83,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,4/18/2008,,43,78,5.82,17,,,,,,,,,,,,,,,,,,,,
USW00014765,4/19/2008,,46,75,4.92,15,,,,,,,,,,,,,,,,,,,,
USW00014765,4/20/2008,,43,66,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,4/21/2008,,45,68,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,4/22/2008,,43,69,6.04,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,4/23/2008,,44,82,8.72,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,4/24/2008,,56,76,10.74,23.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/25/2008,,45,69,7.83,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,4/26/2008,,43,63,8.05,16.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,4/27/2008,,44,52,3.58,8.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,4/28/2008,,45,58,10.07,19.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,4/29/2008,,43,59,9.17,23.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,4/30/2008,,38,56,9.17,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/1/2008,,34,60,7.38,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/2/2008,,47,51,6.71,13,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,5/3/2008,,45,48,7.83,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,5/4/2008,,45,59,7.61,16.1,1,,,,1,,,,1,,,1,1,,1,,,,,
USW00014765,5/5/2008,,40,67,6.49,16.1,1,1,,,,,,,1,,,1,,,,,,,,
USW00014765,5/6/2008,,43,74,5.37,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/7/2008,,56,74,9.84,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/8/2008,,55,75,9.4,17,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,5/9/2008,,47,59,10.51,21.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,5/10/2008,,45,67,12.75,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,5/11/2008,,41,65,8.28,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/12/2008,,45,50,17.67,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/13/2008,,47,68,15.88,36,,,,,,,,,,,,,,,,,,,,
USW00014765,5/14/2008,,42,73,6.26,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/15/2008,,48,65,3.8,13,,,,,,,,,,,,,,,1,,,,,
USW00014765,5/16/2008,,48,60,7.83,17,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,5/17/2008,,49,75,11.41,23,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,5/18/2008,,54,71,10.29,21.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,5/19/2008,,49,61,12.3,30,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,5/20/2008,,45,63,8.72,23,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,5/21/2008,,48,69,9.4,23,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,5/22/2008,,48,60,7.83,16.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,5/23/2008,,45,73,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,5/24/2008,,53,71,9.84,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,5/25/2008,,50,76,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/26/2008,,52,77,14.54,30,,,,,1,,,,,,,,1,,1,,,,,
USW00014765,5/27/2008,,59,78,11.41,25.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,5/28/2008,,50,69,10.96,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/29/2008,,46,77,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,5/30/2008,,57,77,9.84,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/31/2008,,61,68,12.08,19.9,1,,1,,,,1,1,,,,,1,,1,,,,,
USW00014765,6/1/2008,,58,84,9.4,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,6/2/2008,,58,80,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,6/3/2008,,56,85,10.07,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/4/2008,,58,67,8.05,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,6/5/2008,,57,62,11.86,21,1,,,,,,,1,,,,1,1,,,,,,,
USW00014765,6/6/2008,,54,60,6.04,15,1,,,,1,,,1,,,,1,,,1,,,,,
USW00014765,6/7/2008,,56,85,5.82,12.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,6/8/2008,,74,94,8.95,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,6/9/2008,,74,97,8.72,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/10/2008,,70,96,6.93,25.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,6/11/2008,,69,87,9.62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/12/2008,,57,83,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,6/13/2008,,56,80,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,6/14/2008,,60,84,6.04,13,1,,,,1,,1,1,,,,1,1,,1,,,,,
USW00014765,6/15/2008,,58,68,6.49,14.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,6/16/2008,,59,69,7.61,13,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,6/17/2008,,59,79,8.05,19.9,1,,1,,1,,,,,,,1,1,,1,,,,,
USW00014765,6/18/2008,,53,74,8.05,19.9,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,6/19/2008,,57,73,6.71,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,6/20/2008,,58,79,8.28,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/21/2008,,63,84,7.61,16.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,6/22/2008,,65,82,10.29,25.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,6/23/2008,,68,76,6.71,14.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,6/24/2008,,62,81,5.14,28,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,6/25/2008,,62,83,7.83,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/26/2008,,62,79,6.49,13,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,6/27/2008,,65,84,5.82,14.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,6/28/2008,,68,85,5.82,17,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,6/29/2008,,70,92,9.62,21,1,1,,,,,1,1,1,,,1,,,,,,,,
USW00014765,6/30/2008,,70,88,9.17,17.9,1,,1,,1,,1,1,,,,,,,1,,,,,
USW00014765,7/1/2008,,68,87,8.5,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,7/2/2008,,68,83,7.61,21.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/3/2008,,65,88,11.41,21,,,,,,,,,,,,,,,,,,,,
USW00014765,7/4/2008,,65,74,5.59,16.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,7/5/2008,,66,72,3.36,8.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,7/6/2008,,67,80,5.59,14.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,7/7/2008,,69,87,8.05,17,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,7/8/2008,,71,90,9.4,19.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,7/9/2008,,71,90,10.29,23,1,,,,,,1,1,,,,1,,,1,,,,,
USW00014765,7/10/2008,,67,86,10.51,19.9,,,,,,,,1,,,,,1,,1,,,,,
USW00014765,7/11/2008,,62,84,6.49,15,,,,,,,,1,,,,,,,,,,,,
USW00014765,7/12/2008,,66,84,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/13/2008,,69,82,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,7/14/2008,,70,87,7.38,16.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/15/2008,,65,88,6.49,17,,,,,,,,,,,,,,,,,,,,
USW00014765,7/16/2008,,64,91,6.26,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,7/17/2008,,67,93,5.82,14.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,7/18/2008,,69,95,6.71,15,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,7/19/2008,,72,96,7.61,21.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,7/20/2008,,72,94,10.74,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/21/2008,,71,90,7.83,19.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/22/2008,,68,82,7.83,17,,,,,1,,,,,,,,,,1,,,,,
USW00014765,7/23/2008,,67,78,8.05,32,1,1,1,,1,,1,1,,,,,,,,,,,,
USW00014765,7/24/2008,,69,80,13.42,28,1,1,1,,1,,1,1,,,,,,,1,,,,,
USW00014765,7/25/2008,,67,85,4.03,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,7/26/2008,,63,86,7.61,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/27/2008,,64,78,8.5,21,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,7/28/2008,,63,85,6.04,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,7/29/2008,,68,87,7.83,17,,,,,,,,1,,,,,,,,,,,,
USW00014765,7/30/2008,,66,83,6.49,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,7/31/2008,,70,83,7.83,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,8/1/2008,,69,86,5.82,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/2/2008,,68,84,5.14,16.1,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,8/3/2008,,66,83,7.16,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,8/4/2008,,65,84,8.95,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/5/2008,,66,78,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/6/2008,,64,69,7.61,17.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,8/7/2008,,65,74,6.71,17.9,1,,1,,1,,,,,,,1,1,,1,,,,,
USW00014765,8/8/2008,,61,79,4.47,21,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,8/9/2008,,58,77,4.7,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/10/2008,,61,78,6.49,17,,,,,1,,,,,,,,,,,,,,,
USW00014765,8/11/2008,,65,72,9.17,16.1,1,,,,1,,,,,,,1,,,1,,,,,
