yyyy,mm,tmax,tmin,af,rain
2009,12,5.2,1.3,13,66.1
2010,1,3.4,0.1,14,48.6
2010,2,4.4,0.2,11,53.6
2010,3,9.9,3,8,56.4
2010,4,13.8,5.1,0,24.8
2010,5,15.2,7.1,0,21.2
2010,6,20.4,11,0,41.2
2010,7,21,13.5,0,68.3
2010,8,19.5,11.7,0,39.6
2010,9,17.8,10.8,0,67.8
2010,10,13.3,7.3,0,65.4
2010,11,7.4,3,6,112.7
2010,12,2.7,-1.9,20,18.8
2011,1,6.4,1.9,11,49.6
2011,2,8.8,4.2,1,104.2
2011,3,10.9,3.4,2,12.4
2011,4,17.1,7.5,0,11.2
2011,5,16.7,8.4,0,40.2
2011,6,19.4,10,0,47.8
2011,7,20.3,11.5,0,18
2011,8,20.1,12.2,0,42
2011,9,19.5,11.6,0,27.8
2011,10,15.9,9.2,0,57.2
2011,11,11.7,7.1,0,37.4
2011,12,8.1,3.6,0,124.6
2012,1,7.9,2.9,6,87.6
2012,2,7.6,2.3,11,26.2
2012,3,13.6,4.7,0,32.6
2012,4,10.7,3.9,1,180.6
2012,5,16.4,7.6,1,48
2012,6,17.3,10.3,0,166.6
2012,7,19.5,12.3,0,107.2
2012,8,20.9,12.5,0,99.2
2012,9,17.1,9.7,0,90.6
2012,10,12.2,6.1,0,61.2
2012,11,9.2,3.8,1,110.6
2012,12,7,2.3,5,136
2013,1,5.7,1.7,14,70.4
2013,2,5.2,0.6,10,63.4
2013,3,4.5,-0.2,18,63.4
2013,4,11.9,4,4,9.2
2013,5,15.5,6.9,0,84.2
2013,6,18.8,10.1,0,37.8
2013,7,24,13.7,0,56.6
2013,8,21.6,13.1,0,33.4
2013,9,17.5,10.2,0,47.2
2013,10,14.9,9.6,0,136.2
2013,11,9.1,3.9,1,56.6
2013,12,9.1,3.9,0,69.8
2014,1,7.8,3,4,124.2
2014,2,8.5,3.5,1,106.2
2014,3,11.6,4.2,2,48.6
2014,4,14.2,6.7,0,60.4
2014,5,16.6,8.5,0,123.8
2014,6,19.4,11.4,0,45.4
2014,7,23.2,13.3,0,20
2014,8,19.3,11.5,0,67.4
2014,9,18.4,10.9,0,9.6
2014,10,14.9,9,0,60.8
2014,11,10.5,6,0,95.8
2014,12,7.7,3.3,3,102
2015,1,6.9,2.2,8,84.2
2015,2,6.9,2,5,35.4
2015,3,9.8,3.2,1,71.4
2015,4,14.3,5,0,21.4
2015,5,14.8,7.7,0,83.6
2015,6,19.1,10,0,43.2
2015,7,20.8,12,0,30
2015,8,20.6,12.5,0,66.2
2015,9,16.9,8.7,0,29.2
2015,10,13.9,7.7,0,80.4
2015,11,12.2,6.5,1,126.8
2015,12,12,6.2,0,121.2
2016,1,7.7,3,3,111.5
2016,2,7.8,2,5,68.6
2016,3,9.1,2.9,2,87.2
2016,4,11.6,3.8,1,65.8
2016,5,16.9,7.9,0,58.2
2016,6,18.8,11.1,0,130.4
